date,home_team,away_team,fthg,ftag,ftr,hs,as,hst,ast,hf,af,hc,ac,hy,ay,hr,ar,xg_home,xg_away,deep_home,deep_away,ppda_home,ppda_away,xpts_home,xpts_away
2019-11-10,Freiburg,Eintracht Frankfurt,1,0,H,13,17,7,6,7,13,8,10,1,3,1,2,0.77,1.13,6,7,10.44,19.0,1.0,1.67
2019-11-22,Dortmund,Paderborn,3,3,D,18,10,7,4,8,7,10,2,3,1,0,0,1.91,2.11,14,3,6.0,31.86,1.2,1.55
2019-11-23,Eintracht Frankfurt,Wolfsburg,0,2,A,17,9,9,6,13,22,12,1,3,5,0,1,0.85,1.35,9,4,3.19,9.32,0.93,1.79
2019-11-23,Fortuna Düsseldorf,Bayern Munich,0,4,A,12,18,1,5,8,6,8,6,1,1,0,0,0.44,3.82,3,14,32.38,5.57,0.03,2.95
2019-11-23,Leverkusen,Freiburg,1,1,D,27,7,9,2,9,14,13,3,0,3,0,0,3.97,1.25,7,4,6.85,19.7,2.8,0.13
2019-11-23,Union Berlin,M'gladbach,2,0,H,11,12,6,2,12,7,2,6,1,1,0,0,1.5,0.96,4,7,15.4,10.87,1.86,0.86
2019-11-23,Werder Bremen,Schalke 04,1,2,A,16,10,5,5,12,15,1,3,3,2,0,0,1.73,0.66,7,4,8.58,9.33,2.3,0.48
2019-11-23,Leipzig,1.FC Köln,4,1,H,20,6,8,1,9,15,13,3,0,3,0,0,2.57,0.89,22,3,9.83,30.07,2.52,0.33
2019-11-24,Augsburg,Hertha BSC,4,0,H,14,5,5,1,8,18,3,3,0,2,0,1,1.77,0.8,2,2,11.13,14.17,2.15,0.6
2019-11-24,Hoffenheim,Mainz 05,1,5,A,22,11,8,5,10,13,14,3,1,3,0,1,2.15,2.1,9,4,9.12,11.41,1.42,1.36
2019-11-29,Schalke 04,Union Berlin,2,1,H,17,17,8,7,12,13,7,4,1,4,0,0,1.27,1.66,9,1,11.15,12.39,1.06,1.66
2019-11-30,1.FC Köln,Augsburg,1,1,D,13,11,6,4,15,17,4,8,8,3,1,1,1.07,2.29,8,5,8.86,12.0,0.49,2.32
2019-11-30,Hertha BSC,Dortmund,1,2,A,13,7,3,5,13,8,2,2,3,2,0,1,0.75,1.48,7,9,8.97,15.95,0.73,2.02
2019-11-30,Hoffenheim,Fortuna Düsseldorf,1,1,D,12,11,6,3,11,16,2,5,2,4,0,0,2.69,0.88,6,3,14.85,11.29,2.59,0.29
2019-11-30,Paderborn,Leipzig,2,3,A,8,18,4,6,10,13,6,6,3,3,0,0,1.56,1.79,4,10,9.19,8.3,1.23,1.53
2019-11-30,Bayern Munich,Leverkusen,1,2,A,24,11,11,7,9,16,8,2,1,3,0,1,2.25,1.45,16,3,4.61,20.5,1.9,0.89
2019-12-01,M'gladbach,Freiburg,4,2,H,22,13,13,5,13,15,2,3,3,2,0,0,5.29,1.53,19,3,15.65,14.17,2.93,0.05
2019-12-01,Wolfsburg,Werder Bremen,2,3,A,19,10,6,3,14,14,9,3,1,4,0,0,2.71,1.29,7,2,5.58,12.29,2.38,0.44
2019-12-02,Mainz 05,Eintracht Frankfurt,2,1,H,18,14,8,4,13,10,8,6,1,2,0,1,2.05,2.01,12,6,6.3,11.78,1.41,1.33
2019-12-06,Eintracht Frankfurt,Hertha BSC,2,2,D,25,9,6,3,11,15,16,1,3,4,0,0,2.69,1.44,9,1,6.0,12.94,2.24,0.57
2019-12-07,Augsburg,Mainz 05,2,1,H,18,12,5,3,13,14,8,2,2,2,0,0,3.04,0.43,9,3,9.85,6.96,2.88,0.07
2019-12-07,Dortmund,Fortuna Düsseldorf,5,0,H,23,2,10,0,8,10,6,0,0,3,0,0,3.95,0.1,24,4,8.12,34.2,2.98,0.01
2019-12-07,Freiburg,Wolfsburg,1,0,H,10,10,3,0,13,20,2,7,0,2,0,0,0.43,1.59,2,2,8.86,7.21,0.44,2.36
2019-12-07,M'gladbach,Bayern Munich,2,1,H,7,17,3,5,12,17,2,5,3,5,0,1,1.33,1.74,2,8,9.97,5.58,1.05,1.66
2019-12-07,Leipzig,Hoffenheim,3,1,H,25,11,14,1,14,5,8,6,3,1,0,0,3.59,1.28,5,8,10.58,9.88,2.68,0.23
2019-12-07,Leverkusen,Schalke 04,2,1,H,19,5,9,3,11,11,9,0,2,2,0,0,3.04,1.0,9,2,5.85,7.75,2.63,0.26
2019-12-08,Werder Bremen,Paderborn,0,1,A,12,18,3,5,10,13,13,6,1,4,0,0,0.83,1.52,10,4,9.11,8.93,0.78,1.93
2019-12-08,Union Berlin,1.FC Köln,2,0,H,11,14,5,4,21,19,3,5,1,3,0,0,1.79,0.77,2,1,4.8,7.43,2.21,0.58
2019-12-13,Hoffenheim,Augsburg,2,4,A,19,6,8,4,10,7,11,1,1,0,0,0,1.76,2.23,12,5,5.87,31.43,0.99,1.76
2019-12-14,Bayern Munich,Werder Bremen,6,1,H,29,11,14,2,13,12,8,2,2,2,0,0,5.84,0.54,15,3,4.84,33.08,2.99,0.0
2019-12-14,1.FC Köln,Leverkusen,2,0,H,13,6,5,2,12,9,3,4,2,3,0,2,1.95,0.23,4,7,11.66,8.23,2.68,0.19
2019-12-14,Hertha BSC,Freiburg,1,0,H,14,15,4,2,9,5,4,7,2,0,0,0,0.93,0.82,3,9,22.93,18.64,1.42,1.24
2019-12-14,Mainz 05,Dortmund,0,4,A,9,18,0,7,8,10,3,5,1,0,0,0,0.23,1.47,4,12,15.33,8.7,0.38,2.4
2019-12-14,Paderborn,Union Berlin,1,1,D,14,15,3,2,19,16,2,3,2,4,0,0,1.38,1.79,2,7,4.68,9.67,1.08,1.66
2019-12-14,Fortuna Düsseldorf,Leipzig,0,3,A,4,21,1,7,11,7,3,9,2,1,0,0,0.26,3.99,0,10,65.86,9.37,0.02,2.97
2019-12-15,Schalke 04,Eintracht Frankfurt,1,0,H,11,17,5,3,15,12,7,6,1,4,1,0,1.11,1.02,8,6,9.95,12.63,1.41,1.28
2019-12-15,Wolfsburg,M'gladbach,2,1,H,17,6,7,5,20,15,5,2,3,3,0,0,0.97,0.5,7,3,7.59,14.72,1.71,0.93
2019-12-17,Union Berlin,Hoffenheim,0,2,A,16,7,2,4,16,13,6,1,2,6,0,0,1.54,0.82,5,1,8.57,14.0,1.94,0.78
2019-12-17,Dortmund,Leipzig,3,3,D,14,12,6,8,9,5,12,3,0,0,0,0,1.9,2.91,10,5,10.88,15.11,0.7,2.1
2019-12-17,Augsburg,Fortuna Düsseldorf,3,0,H,12,6,7,2,10,15,4,2,3,4,0,0,1.46,0.76,5,0,11.71,10.87,1.96,0.75
2019-12-17,Werder Bremen,Mainz 05,0,5,A,15,19,5,8,13,13,8,5,2,2,0,0,0.49,2.18,6,8,6.46,18.24,0.31,2.55
2019-12-18,Eintracht Frankfurt,1.FC Köln,2,4,A,17,21,6,9,12,10,7,10,2,4,0,0,1.26,2.13,6,6,12.83,6.96,0.76,2.03
2019-12-18,Leverkusen,Hertha BSC,0,1,A,17,10,7,5,12,16,5,4,2,3,0,0,1.32,1.51,6,1,5.75,16.92,1.2,1.53
2019-12-18,Freiburg,Bayern Munich,1,3,A,15,22,5,10,5,8,6,8,0,3,0,0,2.14,4.41,8,15,23.93,5.92,0.35,2.54
2019-12-18,Wolfsburg,Schalke 04,1,1,D,29,8,11,2,13,11,12,5,1,1,0,0,3.0,1.73,13,8,8.08,6.42,2.24,0.57
2019-12-18,M'gladbach,Paderborn,2,0,H,17,12,6,2,6,14,8,4,2,3,0,0,2.8,0.51,6,4,6.7,8.61,2.77,0.15
2019-12-20,Hoffenheim,Dortmund,2,1,H,11,12,3,5,8,12,0,8,0,1,0,0,1.34,2.05,3,18,12.24,19.05,0.81,1.92
2019-12-21,Bayern Munich,Wolfsburg,2,0,H,18,10,8,3,7,7,12,6,2,2,0,0,1.58,0.89,11,5,7.75,19.83,1.92,0.82
2019-12-21,1.FC Köln,Werder Bremen,1,0,H,7,6,1,1,11,18,1,7,1,4,0,0,1.03,0.23,6,3,6.93,7.97,2.18,0.5
2019-12-21,Mainz 05,Leverkusen,0,1,A,17,14,2,4,8,8,6,6,0,2,0,1,2.49,1.56,7,5,14.52,5.53,2.01,0.77
2019-12-21,Leipzig,Augsburg,3,1,H,22,6,7,2,7,9,10,4,1,3,0,0,3.85,0.6,10,1,4.32,11.17,2.94,0.04
2019-12-21,Schalke 04,Freiburg,2,2,D,19,19,6,7,9,12,7,5,1,1,0,0,1.7,2.56,9,3,8.58,12.5,0.74,2.03
2019-12-21,Hertha BSC,M'gladbach,0,0,D,8,11,0,5,11,11,1,7,2,2,0,0,0.8,0.63,2,8,19.06,10.0,1.57,1.06
2019-12-22,Paderborn,Eintracht Frankfurt,2,1,H,19,20,5,5,11,11,3,8,3,2,0,0,1.84,1.82,6,7,19.2,8.52,1.39,1.35
2019-12-22,Fortuna Düsseldorf,Union Berlin,2,1,H,22,17,8,6,8,18,7,5,2,4,0,0,1.17,1.96,7,6,16.56,10.09,0.76,2.02
2020-01-17,Schalke 04,M'gladbach,2,0,H,13,14,7,5,13,17,8,8,3,4,0,0,2.06,0.84,4,3,6.59,5.76,2.27,0.53
2020-01-18,1.FC Köln,Wolfsburg,3,1,H,12,17,7,8,11,18,8,5,3,3,0,0,1.53,1.73,5,5,8.21,5.56,1.25,1.49
2020-01-18,Fortuna Düsseldorf,Werder Bremen,0,1,A,17,13,2,4,16,12,6,4,4,5,0,1,1.01,0.67,6,6,7.29,9.57,1.63,1.03
2020-01-18,Hoffenheim,Eintracht Frankfurt,1,2,A,12,13,5,3,10,13,8,6,2,2,0,0,1.0,1.84,6,4,7.9,13.3,0.73,2.03
2020-01-18,Mainz 05,Freiburg,1,2,A,24,13,8,5,15,10,7,5,4,2,0,0,1.63,2.11,5,4,7.83,10.82,1.04,1.73
2020-01-18,Leipzig,Union Berlin,3,1,H,19,15,8,5,6,18,4,4,1,3,0,0,1.35,1.02,12,5,8.82,13.81,1.61,1.1
2020-01-18,Augsburg,Dortmund,3,5,A,13,17,5,8,4,5,2,6,0,1,0,0,1.81,3.75,6,11,24.64,9.1,0.28,2.6
2020-01-19,Hertha BSC,Bayern Munich,0,4,A,6,20,1,10,7,14,0,4,3,1,0,0,0.83,2.96,3,12,25.53,4.54,0.19,2.7
2020-01-19,Paderborn,Leverkusen,1,4,A,13,12,7,7,8,12,6,4,4,1,0,0,1.38,2.17,2,6,12.86,8.0,0.81,1.95
2020-01-24,Dortmund,1.FC Köln,5,1,H,14,11,9,5,6,7,1,3,1,1,0,0,3.15,0.86,12,5,19.75,21.95,2.72,0.19
2020-01-25,Bayern Munich,Schalke 04,5,0,H,24,7,14,1,3,4,9,2,0,0,0,0,3.9,0.4,10,2,8.43,35.62,2.95,0.03
2020-01-25,Wolfsburg,Hertha BSC,1,2,A,20,9,7,4,8,8,9,4,0,1,0,0,1.14,1.72,13,4,7.88,22.85,0.89,1.85
2020-01-25,Eintracht Frankfurt,Leipzig,2,0,H,7,22,5,4,8,10,4,6,1,2,0,0,1.3,1.43,2,8,11.57,10.29,1.28,1.44
2020-01-25,Freiburg,Paderborn,0,2,A,19,15,5,3,11,7,6,6,4,4,0,1,1.99,1.8,7,2,6.0,14.33,1.49,1.25
2020-01-25,Union Berlin,Augsburg,2,0,H,12,25,3,7,18,9,4,5,4,1,0,0,1.2,2.48,3,3,10.36,10.69,0.51,2.32
2020-01-25,M'gladbach,Mainz 05,3,1,H,15,12,5,9,7,14,6,3,2,3,0,0,3.0,0.89,14,4,5.67,15.17,2.65,0.25
2020-01-26,Leverkusen,Fortuna Düsseldorf,3,0,H,25,12,11,3,11,10,8,5,0,3,0,0,4.5,0.71,13,4,6.59,14.5,2.94,0.04
2020-01-26,Werder Bremen,Hoffenheim,0,3,A,16,9,3,4,14,15,7,4,2,2,0,0,0.91,1.17,7,5,8.52,12.05,1.13,1.57
2020-01-31,Hertha BSC,Schalke 04,0,0,D,9,13,0,5,9,9,3,7,1,1,0,0,0.42,1.11,2,6,17.21,7.12,0.67,2.02
2020-02-01,Hoffenheim,Leverkusen,2,1,H,14,22,6,11,8,10,4,10,3,3,0,1,2.58,3.12,7,12,11.44,5.28,1.05,1.73
2020-02-01,Fortuna Düsseldorf,Eintracht Frankfurt,1,1,D,8,6,1,4,6,12,4,4,2,1,0,0,0.25,1.35,1,6,13.16,15.11,0.37,2.4
2020-02-01,Augsburg,Werder Bremen,2,1,H,14,7,4,1,8,17,5,3,2,5,0,0,1.22,0.63,4,2,11.84,11.42,1.85,0.85
2020-02-01,Dortmund,Union Berlin,5,0,H,13,5,7,0,7,8,5,3,0,1,0,0,3.29,0.56,7,0,14.63,19.61,2.89,0.07
2020-02-01,Leipzig,M'gladbach,2,2,D,18,7,8,4,12,13,4,4,1,6,0,1,1.29,0.97,13,4,8.17,16.14,1.62,1.09
2020-02-01,Mainz 05,Bayern Munich,1,3,A,8,13,3,5,12,9,6,4,3,1,0,0,0.33,2.04,3,9,19.13,6.86,0.27,2.58
2020-02-02,1.FC Köln,Freiburg,4,0,H,24,9,9,2,13,9,10,6,3,1,0,0,4.1,0.5,7,2,9.37,13.77,2.94,0.03
2020-02-02,Paderborn,Wolfsburg,2,4,A,10,9,7,5,15,17,3,7,3,3,1,0,1.2,1.83,4,8,8.22,6.48,0.87,1.87
2020-02-07,Eintracht Frankfurt,Augsburg,5,0,H,13,8,9,5,7,5,1,4,1,0,0,0,2.05,1.01,2,3,8.04,19.71,2.18,0.59
2020-02-08,Freiburg,Hoffenheim,1,0,H,12,21,6,6,10,13,5,10,3,3,0,0,2.25,1.86,8,10,15.19,14.72,1.64,1.13
2020-02-08,Hertha BSC,Mainz 05,1,3,A,13,10,3,3,13,16,10,1,4,1,1,0,0.81,2.85,7,7,5.48,16.81,0.2,2.7
2020-02-08,Schalke 04,Paderborn,1,1,D,15,15,4,4,6,8,11,10,2,3,0,0,1.03,0.56,15,4,4.29,14.77,1.75,0.91
2020-02-08,Wolfsburg,Fortuna Düsseldorf,1,1,D,9,10,5,2,10,14,3,5,0,1,1,0,1.03,0.7,1,5,18.19,11.45,1.66,1.01
2020-02-08,Leverkusen,Dortmund,4,3,H,9,12,5,6,9,10,3,7,2,1,0,0,1.1,0.88,4,9,10.0,10.91,1.55,1.13
2020-02-08,Werder Bremen,Union Berlin,0,2,A,14,11,3,5,7,16,5,5,4,3,0,0,1.25,2.26,10,3,7.39,13.47,0.65,2.14
2020-02-09,Bayern Munich,Leipzig,0,0,D,10,8,3,1,8,12,11,3,2,2,0,0,1.07,1.76,6,5,8.15,16.19,0.8,1.95
2020-02-14,Dortmund,Eintracht Frankfurt,4,0,H,17,1,7,0,7,3,5,0,0,1,0,0,1.78,0.03,5,1,10.92,33.87,2.76,0.12
2020-02-15,Fortuna Düsseldorf,M'gladbach,1,4,A,9,17,4,6,10,10,2,5,2,2,0,0,0.8,2.77,6,5,12.21,14.15,0.28,2.6
2020-02-15,Union Berlin,Leverkusen,2,3,A,20,12,7,5,9,12,6,4,2,2,0,0,2.02,1.55,5,7,8.08,6.55,1.72,1.04
2020-02-15,Paderborn,Hertha BSC,1,2,A,20,17,4,6,14,12,5,8,2,2,0,0,0.92,2.11,9,3,9.62,7.65,0.55,2.26
2020-02-15,Augsburg,Freiburg,1,1,D,10,20,3,5,19,5,0,3,4,1,0,0,0.67,1.11,3,8,17.68,13.13,0.99,1.68
2020-02-15,Hoffenheim,Wolfsburg,2,3,A,14,15,6,6,7,12,4,4,2,2,0,0,2.88,3.5,6,5,9.96,14.71,1.02,1.77
2020-02-15,Leipzig,Werder Bremen,3,0,H,10,8,3,1,10,12,8,1,1,1,0,0,2.22,0.21,5,1,13.32,13.19,2.86,0.08
2020-02-16,1.FC Köln,Bayern Munich,1,4,A,13,26,6,8,12,10,1,6,1,3,0,0,2.04,3.04,5,18,14.08,7.59,0.79,2.02
2020-02-16,Mainz 05,Schalke 04,0,0,D,15,8,5,3,7,11,3,6,2,2,0,0,1.6,1.12,8,3,12.74,4.87,1.72,1.0
2020-02-21,Bayern Munich,Paderborn,3,2,H,18,5,9,4,3,9,11,1,1,3,0,0,3.24,1.47,19,0,6.77,32.67,2.48,0.38
2020-02-22,Werder Bremen,Dortmund,0,2,A,8,12,2,6,13,8,2,6,0,0,0,0,0.22,1.36,2,7,21.87,15.87,0.37,2.38
2020-02-22,Schalke 04,Leipzig,0,5,A,3,22,2,8,10,7,2,5,2,3,0,0,0.29,3.13,2,5,5.78,9.25,0.07,2.89
2020-02-22,Hertha BSC,1.FC Köln,0,5,A,9,17,1,11,12,10,5,3,2,2,0,0,0.45,2.9,7,5,4.63,21.47,0.13,2.8
2020-02-22,Freiburg,Fortuna Düsseldorf,0,2,A,15,9,4,4,13,10,7,4,1,4,0,0,0.97,0.87,3,4,9.67,14.14,1.38,1.29
2020-02-22,M'gladbach,Hoffenheim,1,1,D,17,22,10,4,8,8,8,8,4,4,0,0,2.4,1.98,7,5,14.87,13.05,1.69,1.07
2020-02-23,Leverkusen,Augsburg,2,0,H,9,8,4,3,8,12,2,3,2,4,0,0,1.17,0.68,8,3,6.19,19.57,1.79,0.89
2020-02-23,Wolfsburg,Mainz 05,4,0,H,16,13,6,3,10,12,4,14,0,2,0,0,2.86,0.91,7,4,7.29,9.11,2.68,0.22
2020-02-24,Eintracht Frankfurt,Union Berlin,1,2,A,21,11,3,7,10,15,14,6,3,4,0,0,2.42,1.04,9,5,3.39,11.91,2.4,0.42
2020-02-28,Fortuna Düsseldorf,Hertha BSC,3,3,D,14,16,5,7,11,11,3,5,2,2,0,0,1.46,3.04,7,10,12.68,12.58,0.42,2.44
2020-02-29,1.FC Köln,Schalke 04,3,0,H,11,7,6,1,7,8,4,2,1,2,0,0,1.18,0.59,4,3,11.48,8.86,1.85,0.83
2020-02-29,Dortmund,Freiburg,1,0,H,16,13,2,4,5,9,6,4,1,0,0,0,1.6,0.83,10,3,14.63,22.48,1.99,0.76
2020-02-29,Augsburg,M'gladbach,2,3,A,8,15,3,7,11,6,5,3,3,2,0,0,1.1,3.18,4,10,17.43,12.0,0.26,2.63
2020-02-29,Mainz 05,Paderborn,2,0,H,8,9,3,4,5,15,5,8,1,3,0,0,0.89,0.35,2,2,11.0,6.29,1.88,0.75
2020-02-29,Hoffenheim,Bayern Munich,0,6,A,4,25,1,11,3,7,1,7,0,0,0,0,0.55,4.78,2,13,22.88,8.68,0.02,2.97
2020-03-01,Union Berlin,Wolfsburg,2,2,D,6,14,3,3,8,13,1,6,1,2,0,0,1.04,1.96,1,3,14.25,5.56,0.66,2.1
2020-03-01,Leipzig,Leverkusen,1,1,D,9,14,2,6,4,12,8,5,0,3,0,0,0.93,1.17,10,4,14.69,11.24,1.15,1.51
2020-03-06,Paderborn,1.FC Köln,1,2,A,16,15,2,3,8,12,5,9,3,4,0,0,0.6,2.68,5,5,16.06,6.61,0.14,2.78
2020-03-07,Leverkusen,Eintracht Frankfurt,4,0,H,14,9,5,3,10,12,1,3,1,0,0,0,2.61,1.1,6,4,8.96,11.08,2.46,0.38
2020-03-07,Hertha BSC,Werder Bremen,2,2,D,19,7,5,3,16,5,3,1,3,3,0,0,0.9,1.51,4,2,7.21,15.25,0.82,1.92
2020-03-07,Freiburg,Union Berlin,3,1,H,9,14,4,4,5,20,7,2,2,3,0,1,1.63,0.81,1,7,11.56,9.82,2.12,0.63
2020-03-07,M'gladbach,Dortmund,1,2,A,10,10,3,4,8,9,3,3,5,5,0,0,2.62,1.2,2,3,13.07,13.32,2.38,0.46
2020-03-07,Schalke 04,Hoffenheim,1,1,D,14,4,4,1,8,12,4,5,0,1,0,0,1.11,0.8,3,2,19.42,11.45,1.56,1.09
2020-03-07,Wolfsburg,Leipzig,0,0,D,16,15,4,4,11,14,4,4,2,3,0,0,0.6,1.09,2,8,13.04,9.57,0.9,1.78
2020-03-08,Bayern Munich,Augsburg,2,0,H,17,8,6,2,4,7,9,4,1,0,0,0,4.06,1.02,15,3,5.45,21.05,2.86,0.09
2020-03-08,Mainz 05,Fortuna Düsseldorf,1,1,D,3,20,1,5,17,10,1,8,3,1,1,0,0.97,1.78,1,9,22.86,9.15,0.66,2.04
2020-03-11,M'gladbach,1.FC Köln,2,1,H,12,16,5,3,14,14,6,3,1,2,0,0,1.33,1.32,9,6,13.9,14.3,1.39,1.33
2020-05-16,Dortmund,Schalke 04,4,0,H,11,10,4,3,9,8,4,2,2,2,0,0,1.45,0.35,3,3,12.84,14.42,2.31,0.45
2020-05-16,Eintracht Frankfurt,M'gladbach,1,3,A,12,15,4,8,19,10,5,1,5,1,0,0,0.9,2.79,6,4,10.97,30.8,0.28,2.6
2020-05-16,Leipzig,Freiburg,1,1,D,23,7,9,2,11,8,8,4,0,1,0,0,1.92,0.33,18,3,10.56,24.4,2.52,0.31
2020-05-16,Augsburg,Wolfsburg,1,2,A,8,17,3,5,8,11,3,1,1,3,0,0,1.24,1.38,0,5,14.0,7.18,1.13,1.4
2020-05-16,Fortuna Düsseldorf,Paderborn,0,0,D,10,7,1,1,15,16,2,0,2,2,0,0,1.05,0.64,5,1,13.58,17.33,1.72,0.93
2020-05-16,Hoffenheim,Hertha BSC,0,3,A,21,12,5,5,9,16,7,5,2,3,0,0,2.79,1.55,5,6,15.94,10.5,2.19,0.64
2020-05-17,1.FC Köln,Mainz 05,2,2,D,16,11,6,5,20,15,5,7,4,2,0,0,2.76,1.97,3,13,7.24,10.52,1.94,0.84
2020-05-17,Union Berlin,Bayern Munich,0,2,A,10,14,2,3,13,10,4,9,2,1,0,0,0.55,1.39,4,10,20.3,4.6,0.57,2.17
2020-05-18,Werder Bremen,Leverkusen,1,4,A,9,13,1,6,15,14,2,9,2,1,0,0,0.88,2.88,3,11,17.26,10.88,0.26,2.63
2020-05-22,Hertha BSC,Union Berlin,4,0,H,14,7,8,0,12,12,4,6,2,1,0,0,2.52,0.27,5,4,9.86,19.06,2.78,0.13
2020-05-23,Bayern Munich,Eintracht Frankfurt,5,2,H,23,11,10,4,10,7,7,2,0,1,0,0,3.59,1.03,6,2,6.2,23.94,2.72,0.2
2020-05-23,Paderborn,Hoffenheim,1,1,D,13,18,3,7,14,13,2,8,3,0,0,0,0.96,1.93,0,14,12.26,11.5,0.67,2.11
2020-05-23,Wolfsburg,Dortmund,0,2,A,8,6,1,2,11,10,2,2,4,2,1,0,0.5,1.04,0,5,21.14,14.5,0.8,1.86
2020-05-23,Freiburg,Werder Bremen,0,1,A,15,11,8,3,12,18,7,2,0,3,0,1,0.72,0.46,5,3,9.81,19.18,1.54,1.05
2020-05-23,M'gladbach,Leverkusen,1,3,A,16,13,6,7,16,16,6,3,1,1,0,0,2.27,3.47,6,5,10.0,9.42,0.66,2.17
2020-05-24,Schalke 04,Augsburg,0,3,A,12,9,2,7,14,11,3,2,0,2,0,0,0.71,1.5,4,0,3.38,18.62,0.66,2.07
2020-05-24,Mainz 05,Leipzig,0,5,A,4,21,1,9,13,11,5,4,3,3,0,0,0.32,5.27,3,15,21.15,7.0,0.0,3.0
2020-05-24,1.FC Köln,Fortuna Düsseldorf,2,2,D,16,10,6,5,19,17,6,2,0,1,0,0,2.25,0.44,1,5,5.48,12.96,2.71,0.18
2020-05-26,Dortmund,Bayern Munich,0,1,A,13,13,5,6,9,15,4,3,2,2,0,0,0.62,0.77,8,6,18.44,9.84,1.15,1.47
2020-05-26,Eintracht Frankfurt,Freiburg,3,3,D,35,10,16,5,14,9,9,2,4,1,0,0,4.3,0.76,10,2,8.25,37.38,2.91,0.06
2020-05-26,Leverkusen,Wolfsburg,1,4,A,10,14,2,9,10,16,12,6,3,3,0,0,1.33,2.99,5,5,9.29,16.54,0.41,2.44
2020-05-26,Werder Bremen,M'gladbach,0,0,D,12,8,7,4,14,11,8,5,2,1,0,0,0.84,0.36,3,3,12.03,10.46,1.79,0.82
2020-05-27,Augsburg,Paderborn,0,0,D,12,15,3,3,7,14,6,6,1,1,0,0,0.5,1.19,4,0,12.5,23.25,0.69,2.01
2020-05-27,Union Berlin,Mainz 05,1,1,D,9,10,4,2,17,18,6,6,4,2,1,0,0.77,0.59,3,4,14.1,7.95,1.5,1.12
2020-05-27,Hoffenheim,1.FC Köln,3,1,H,8,15,6,5,12,8,0,10,6,1,1,1,1.26,2.25,5,8,20.86,17.19,0.68,2.11
2020-05-27,Leipzig,Hertha BSC,2,2,D,11,13,5,4,12,19,4,7,2,3,1,0,0.61,1.57,3,5,10.89,9.5,0.54,2.22
2020-05-27,Fortuna Düsseldorf,Schalke 04,2,1,H,13,7,8,2,10,13,7,2,3,2,0,0,1.73,0.7,6,3,7.0,20.39,2.27,0.51
2020-05-29,Freiburg,Leverkusen,0,1,A,9,7,1,1,8,13,6,6,0,2,0,0,0.69,0.39,2,7,31.93,7.77,1.6,0.97
2020-05-30,Wolfsburg,Eintracht Frankfurt,1,2,A,19,6,4,3,18,16,4,3,4,6,0,1,2.1,1.95,7,5,5.7,4.82,1.46,1.27
2020-05-30,Hertha BSC,Augsburg,2,0,H,12,8,6,2,19,7,7,8,3,3,0,0,3.05,1.13,2,3,8.48,32.0,2.55,0.32
2020-05-30,Mainz 05,Hoffenheim,0,1,A,18,13,2,6,18,14,10,7,4,3,0,0,1.08,1.71,8,1,10.32,9.75,0.84,1.91
2020-05-30,Schalke 04,Werder Bremen,0,1,A,12,6,1,2,19,16,4,8,5,3,0,0,0.79,0.35,6,6,10.0,4.97,1.77,0.83
2020-05-30,Bayern Munich,Fortuna Düsseldorf,5,0,H,23,7,8,2,9,10,7,2,0,2,0,0,3.03,0.72,15,0,8.04,30.85,2.72,0.18
2020-05-31,M'gladbach,Union Berlin,4,1,H,16,13,10,5,13,9,4,3,3,2,0,0,2.16,0.72,5,2,14.44,19.05,2.44,0.4
2020-05-31,Paderborn,Dortmund,1,6,A,10,16,1,11,4,6,2,8,2,3,0,0,1.14,4.5,1,13,27.13,12.94,0.06,2.91
2020-06-01,1.FC Köln,Leipzig,2,4,A,7,19,5,8,16,7,4,7,2,1,0,0,0.8,3.21,4,9,9.48,22.92,0.21,2.7
2020-06-03,Werder Bremen,Eintracht Frankfurt,0,3,A,11,12,3,4,14,21,5,6,2,1,0,0,0.39,1.75,4,2,10.67,8.07,0.34,2.48
2020-06-05,Freiburg,M'gladbach,1,0,H,16,18,6,4,14,14,3,10,4,3,0,1,1.56,2.15,5,7,15.61,8.42,0.94,1.83
2020-06-06,Eintracht Frankfurt,Mainz 05,0,2,A,10,17,0,5,17,15,7,5,3,3,0,0,0.37,2.91,3,6,4.23,13.54,0.1,2.85
2020-06-06,Leverkusen,Bayern Munich,2,4,A,10,16,6,10,14,4,6,4,3,3,0,0,0.77,2.65,3,11,12.55,11.35,0.31,2.57
2020-06-06,Leipzig,Paderborn,1,1,D,12,17,5,5,11,14,7,9,2,4,1,0,1.91,1.27,9,2,8.85,12.05,1.88,0.88
2020-06-06,Dortmund,Hertha BSC,1,0,H,12,5,3,2,7,11,6,0,0,2,0,0,1.85,0.11,8,6,13.05,17.42,2.77,0.13
2020-06-06,Fortuna Düsseldorf,Hoffenheim,2,2,D,23,8,4,5,12,15,7,1,4,4,0,1,2.46,1.45,7,1,8.83,22.58,2.12,0.65
2020-06-07,Werder Bremen,Wolfsburg,0,1,A,14,18,4,3,17,13,5,4,3,3,0,0,0.42,1.84,5,6,7.83,12.82,0.34,2.49
2020-06-07,Union Berlin,Schalke 04,1,1,D,12,5,6,1,19,13,9,4,3,1,0,0,2.4,0.17,2,1,9.04,5.56,2.83,0.1
2020-06-07,Augsburg,1.FC Köln,1,1,D,18,9,5,2,13,21,9,2,1,3,0,0,2.2,0.79,2,2,7.64,6.83,2.45,0.38
2020-06-12,Hoffenheim,Leipzig,0,2,A,22,14,7,7,15,18,9,1,2,2,0,0,1.76,1.37,8,13,8.68,9.42,1.65,1.1
