date,home_team,away_team,fthg,ftag,ftr,hs,as,hst,ast,hf,af,hc,ac,hy,ay,hr,ar,xg_home,xg_away,deep_home,deep_away,ppda_home,ppda_away,xpts_home,xpts_away
2015-02-03,M'gladbach,Freiburg,1,0,H,11,15,6,5,15,14,4,4,1,2,0,0,1.29,0.88,5,9,15.62,9.71,1.69,1.0
2015-02-03,Hannover 96,Mainz 05,1,1,D,9,17,5,7,15,15,7,4,1,1,0,0,1.71,1.19,8,8,12.55,16.05,1.79,0.95
2015-02-03,Bayern Munich,Schalke 04,1,1,D,10,8,2,5,13,19,5,1,3,1,1,0,0.38,0.99,5,1,9.95,12.67,0.59,2.11
2015-02-03,Eintracht Frankfurt,Wolfsburg,1,1,D,12,9,4,2,20,16,1,6,2,2,0,0,0.95,1.86,6,7,6.24,8.36,0.68,2.09
2015-02-04,Dortmund,Augsburg,0,1,A,15,8,6,3,12,11,4,1,0,1,0,1,0.94,1.05,16,2,8.79,10.61,1.24,1.43
2015-02-04,1.FC Köln,VfB Stuttgart,0,0,D,5,7,0,4,10,10,2,4,2,0,0,0,0.31,0.62,5,2,16.04,12.64,0.92,1.62
2015-02-04,Hertha BSC,Leverkusen,0,1,A,2,9,0,3,14,16,4,2,2,2,1,0,0.53,1.07,0,3,7.67,6.52,0.8,1.85
2015-02-04,Hoffenheim,Werder Bremen,1,2,A,13,10,5,6,13,30,7,1,1,4,0,0,1.33,0.58,8,5,3.89,8.05,2.03,0.69
2015-02-04,Paderborn,Hamburger SV,0,3,A,13,12,3,4,11,18,5,5,1,2,0,0,0.81,2.21,8,5,4.5,9.84,0.37,2.45
2015-02-06,Schalke 04,M'gladbach,1,0,H,10,8,4,1,17,15,5,3,1,0,0,0,1.03,0.33,2,3,11.29,6.0,2.1,0.58
2015-02-07,Wolfsburg,Hoffenheim,3,0,H,9,16,5,4,20,16,2,4,2,1,0,0,1.37,1.4,4,6,6.46,7.93,1.35,1.36
2015-02-07,VfB Stuttgart,Bayern Munich,0,2,A,4,8,0,4,26,21,4,1,1,1,0,0,0.13,0.1,1,1,25.91,4.17,1.15,1.06
2015-02-07,Freiburg,Dortmund,0,3,A,7,22,1,12,11,12,3,5,1,2,0,0,0.16,2.15,6,11,6.0,5.26,0.15,2.75
2015-02-07,Hamburger SV,Hannover 96,2,1,H,6,21,3,7,21,11,3,10,1,0,0,0,0.67,2.25,2,7,10.95,6.32,0.32,2.53
2015-02-07,1.FC Köln,Paderborn,0,0,D,17,9,5,3,13,15,9,4,1,2,0,0,1.04,0.58,5,1,6.93,12.0,1.75,0.9
2015-02-07,Mainz 05,Hertha BSC,0,2,A,12,11,4,3,15,15,4,2,2,3,1,1,1.52,1.77,9,2,7.05,15.52,1.11,1.6
2015-02-08,Augsburg,Eintracht Frankfurt,2,2,D,11,16,6,5,20,20,3,3,3,3,0,0,1.76,2.01,5,6,7.28,4.59,1.15,1.56
2015-02-08,Werder Bremen,Leverkusen,2,1,H,7,13,4,2,14,16,4,7,1,3,0,0,0.89,1.75,3,17,6.74,3.19,0.57,2.16
2015-02-13,Dortmund,Mainz 05,4,2,H,21,6,10,3,15,13,7,3,0,1,0,0,2.75,0.69,8,2,7.3,22.07,2.71,0.19
2015-02-14,Werder Bremen,Augsburg,3,2,H,19,16,9,4,21,15,5,10,2,2,0,0,2.63,0.59,8,1,5.73,5.8,2.7,0.2
2015-02-14,M'gladbach,1.FC Köln,1,0,H,19,14,8,1,10,12,10,1,2,4,0,0,0.8,0.39,8,2,7.53,32.64,1.69,0.91
2015-02-14,Leverkusen,Wolfsburg,4,5,A,15,13,7,9,23,12,5,1,4,1,1,0,1.99,2.09,7,4,4.89,5.92,1.31,1.44
2015-02-14,Eintracht Frankfurt,Schalke 04,1,0,H,8,8,2,6,21,12,5,7,5,1,0,0,1.12,1.1,7,3,8.59,8.72,1.35,1.33
2015-02-14,Bayern Munich,Hamburger SV,8,0,H,25,7,14,2,3,16,3,0,0,1,0,0,4.18,0.23,11,0,7.46,25.55,2.99,0.01
2015-02-14,Hoffenheim,VfB Stuttgart,2,1,H,21,7,6,3,24,21,10,2,3,3,0,0,1.2,0.19,6,0,5.42,4.91,2.26,0.45
2015-02-15,Hannover 96,Paderborn,1,2,A,10,11,2,5,16,12,7,1,3,1,0,0,0.86,0.98,6,1,5.93,16.96,1.23,1.41
2015-02-15,Hertha BSC,Freiburg,0,2,A,11,8,6,3,20,15,2,1,2,2,0,0,0.49,0.93,3,2,4.95,10.81,0.85,1.79
2015-02-20,VfB Stuttgart,Dortmund,2,3,A,7,13,2,9,13,12,2,5,1,2,0,0,1.56,1.56,1,6,14.7,6.98,1.37,1.33
2015-02-21,Schalke 04,Werder Bremen,1,1,D,24,14,5,4,13,12,7,1,1,2,0,0,1.19,1.38,6,4,5.5,6.11,1.17,1.54
2015-02-21,Paderborn,Bayern Munich,0,6,A,13,17,3,9,10,13,4,4,0,0,1,0,0.38,3.13,1,15,33.53,4.18,0.06,2.91
2015-02-21,1.FC Köln,Hannover 96,1,1,D,16,7,7,5,13,20,3,5,2,3,0,1,1.54,0.98,5,2,12.3,7.35,1.8,0.92
2015-02-21,Freiburg,Hoffenheim,1,1,D,10,14,5,5,20,22,4,1,2,3,1,0,0.6,0.57,2,6,11.17,12.92,1.34,1.24
2015-02-21,Mainz 05,Eintracht Frankfurt,3,1,H,13,8,6,1,14,18,6,1,2,3,0,1,1.3,0.85,5,8,13.76,5.11,1.73,0.95
2015-02-21,Augsburg,Leverkusen,2,2,D,16,18,7,12,13,16,5,4,0,3,0,0,1.93,1.93,10,8,3.49,6.87,1.39,1.37
2015-02-22,Hamburger SV,M'gladbach,1,1,D,13,12,3,2,14,11,4,5,3,3,0,0,1.04,0.66,8,8,16.05,10.43,1.68,0.99
2015-02-22,Wolfsburg,Hertha BSC,2,1,H,17,3,5,2,10,14,6,3,1,2,0,0,1.78,0.56,6,1,9.48,19.2,2.32,0.46
2015-02-27,Bayern Munich,1.FC Köln,4,1,H,23,9,9,4,5,11,14,5,0,1,0,0,3.92,0.49,19,1,6.11,44.3,2.95,0.03
2015-02-28,Dortmund,Schalke 04,3,0,H,31,3,13,0,13,13,9,5,2,2,0,0,4.81,0.04,14,1,5.16,20.88,3.0,0.0
2015-02-28,Eintracht Frankfurt,Hamburger SV,2,1,H,19,9,6,5,18,27,4,3,2,3,0,1,2.21,1.43,7,1,4.89,9.19,2.0,0.76
2015-02-28,Hannover 96,VfB Stuttgart,1,1,D,16,9,5,1,20,16,8,4,2,2,1,1,1.54,0.74,3,2,4.76,8.27,2.03,0.71
2015-02-28,Hoffenheim,Mainz 05,2,0,H,16,19,5,4,12,12,6,9,3,0,0,0,2.25,2.17,7,7,9.17,8.97,1.45,1.32
2015-02-28,Leverkusen,Freiburg,1,0,H,11,3,4,2,15,13,3,2,1,2,0,0,0.57,0.27,8,3,6.29,12.45,1.57,0.94
2015-02-28,Hertha BSC,Augsburg,1,0,H,9,11,4,3,22,17,4,5,3,4,0,0,1.27,0.66,4,2,11.88,8.65,1.9,0.8
2015-03-01,M'gladbach,Paderborn,2,0,H,19,17,7,3,8,15,10,8,0,2,0,0,1.44,0.75,9,2,12.14,13.35,1.94,0.78
2015-03-01,Werder Bremen,Wolfsburg,3,5,A,10,13,5,6,21,15,6,3,2,1,0,0,1.44,2.55,5,8,7.76,7.76,0.62,2.17
2015-03-06,VfB Stuttgart,Hertha BSC,0,0,D,14,7,3,2,16,14,8,2,2,2,0,1,1.08,0.68,3,3,2.47,14.85,1.71,0.94
2015-03-07,Mainz 05,M'gladbach,2,2,D,23,6,7,3,6,12,7,4,1,2,0,0,1.21,1.45,5,3,10.29,7.92,1.12,1.6
2015-03-07,Schalke 04,Hoffenheim,3,1,H,14,18,5,7,15,19,3,4,1,1,0,0,2.12,1.95,8,7,4.87,7.13,1.52,1.24
2015-03-07,Hannover 96,Bayern Munich,1,3,A,4,13,1,3,12,7,2,3,1,3,0,0,0.21,1.34,0,3,40.45,4.1,0.29,2.51
2015-03-07,Freiburg,Werder Bremen,0,1,A,14,16,5,4,16,20,6,5,2,1,0,0,0.43,0.65,11,6,5.14,4.62,1.06,1.49
2015-03-07,Augsburg,Wolfsburg,1,0,H,12,10,6,2,10,14,4,5,1,1,0,0,1.44,0.39,0,1,8.36,8.17,2.47,0.33
2015-03-07,Hamburger SV,Dortmund,0,0,D,4,12,2,2,23,12,1,7,5,2,0,0,0.74,0.51,2,7,10.73,2.71,1.62,0.98
2015-03-08,1.FC Köln,Eintracht Frankfurt,4,2,H,9,12,6,5,18,15,4,10,2,2,1,0,1.75,1.89,3,9,9.67,4.58,1.19,1.51
2015-03-08,Paderborn,Leverkusen,0,3,A,9,11,2,6,15,17,9,8,1,1,0,0,0.76,1.18,6,10,9.48,2.85,0.94,1.75
2015-03-13,Leverkusen,VfB Stuttgart,4,0,H,11,9,5,5,25,8,3,4,3,3,0,0,1.6,1.04,4,3,4.22,8.42,1.81,0.92
2015-03-14,Werder Bremen,Bayern Munich,0,4,A,6,13,3,7,20,16,3,3,3,3,0,0,0.29,2.18,3,10,12.29,4.73,0.13,2.78
2015-03-14,Hoffenheim,Hamburger SV,3,0,H,20,10,7,2,19,18,9,6,1,2,0,1,2.67,0.44,11,3,3.65,15.05,2.78,0.14
2015-03-14,Hertha BSC,Schalke 04,2,2,D,13,12,6,6,18,16,3,5,3,2,0,0,1.64,1.99,3,4,12.83,4.33,1.05,1.64
2015-03-14,Dortmund,1.FC Köln,0,0,D,10,7,5,2,14,8,5,2,2,0,0,0,0.54,0.94,10,4,5.29,43.56,0.92,1.73
2015-03-14,Augsburg,Mainz 05,0,2,A,13,12,2,7,23,13,4,2,0,0,0,0,0.95,1.63,4,6,3.43,9.16,0.84,1.9
2015-03-14,Eintracht Frankfurt,Paderborn,4,0,H,11,8,6,3,13,24,9,3,2,6,0,0,1.73,0.63,3,1,5.0,12.5,2.24,0.53
2015-03-15,M'gladbach,Hannover 96,2,0,H,23,7,8,1,14,15,2,5,1,0,0,0,3.31,0.4,12,3,8.06,15.08,2.92,0.05
2015-03-15,Wolfsburg,Freiburg,3,0,H,25,16,8,5,9,14,5,5,0,1,0,0,2.69,1.21,14,11,10.46,11.7,2.41,0.43
2015-03-20,Hamburger SV,Hertha BSC,0,1,A,13,9,4,3,21,21,4,6,2,1,1,0,0.48,0.71,6,3,4.09,8.36,1.04,1.54
2015-03-21,VfB Stuttgart,Eintracht Frankfurt,3,1,H,9,11,5,5,17,11,2,9,2,2,0,0,2.22,1.35,8,5,5.47,6.13,2.12,0.65
2015-03-21,Paderborn,Hoffenheim,0,0,D,15,8,7,2,19,19,9,4,0,2,0,1,1.07,0.27,7,3,7.14,6.78,2.07,0.59
2015-03-21,Schalke 04,Leverkusen,0,1,A,13,16,5,7,17,17,4,9,2,4,0,0,1.8,1.32,5,7,5.68,7.14,1.75,0.99
2015-03-21,Freiburg,Augsburg,2,0,H,15,17,8,6,16,12,4,6,1,0,0,0,2.1,1.11,15,2,9.52,5.21,2.14,0.65
2015-03-21,1.FC Köln,Werder Bremen,1,1,D,14,11,2,6,14,22,8,6,2,2,0,0,1.77,0.57,8,4,6.1,6.83,2.38,0.43
2015-03-21,Hannover 96,Dortmund,2,3,A,15,13,5,6,13,21,8,4,1,1,1,0,0.93,2.31,4,10,8.0,9.17,0.46,2.37
2015-03-22,Bayern Munich,M'gladbach,0,2,A,16,4,8,4,15,9,4,2,0,2,0,0,0.71,0.6,13,3,7.18,47.3,1.37,1.23
2015-03-22,Mainz 05,Wolfsburg,1,1,D,22,8,1,3,11,17,8,4,0,2,0,0,1.03,0.81,10,2,15.0,4.41,1.48,1.19
2015-04-04,Wolfsburg,VfB Stuttgart,3,1,H,23,13,9,5,14,16,8,7,1,2,0,0,3.74,1.92,5,1,8.59,11.33,2.43,0.43
2015-04-04,Werder Bremen,Mainz 05,0,0,D,15,15,5,3,23,16,3,2,4,2,0,0,0.72,0.92,2,7,5.49,8.58,1.17,1.48
2015-04-04,Leverkusen,Hamburger SV,4,0,H,25,4,9,1,10,17,7,2,3,2,0,0,3.82,0.35,9,2,5.58,10.0,2.96,0.03
2015-04-04,Freiburg,1.FC Köln,1,0,H,11,19,4,6,8,16,5,7,3,2,0,0,0.5,0.84,7,15,12.13,8.21,0.98,1.64
2015-04-04,Hoffenheim,M'gladbach,1,4,A,22,12,6,7,14,9,5,3,3,2,0,0,2.32,3.2,7,6,9.77,12.84,0.82,1.98
2015-04-04,Dortmund,Bayern Munich,0,1,A,15,7,2,2,16,19,2,1,2,3,0,0,0.52,0.76,8,3,6.88,7.62,1.01,1.6
2015-04-04,Eintracht Frankfurt,Hannover 96,2,2,D,13,15,7,6,17,24,4,9,2,3,0,0,1.04,1.33,4,7,13.43,4.0,1.06,1.64
2015-04-05,Hertha BSC,Paderborn,2,0,H,13,8,5,2,18,19,3,2,1,4,0,0,1.84,0.56,4,3,8.45,11.75,2.4,0.42
2015-04-05,Augsburg,Schalke 04,0,0,D,21,18,3,3,22,23,4,4,3,3,0,0,0.93,0.93,4,7,4.75,5.17,1.34,1.34
2015-04-10,Hannover 96,Hertha BSC,1,1,D,11,9,5,3,18,10,10,2,3,1,0,0,1.68,0.36,2,6,7.85,11.85,2.62,0.23
2015-04-11,Bayern Munich,Eintracht Frankfurt,3,0,H,19,4,10,1,14,18,3,0,1,3,0,0,2.15,0.24,19,1,8.78,21.55,2.84,0.09
2015-04-11,Hamburger SV,Wolfsburg,0,2,A,5,15,0,8,17,10,3,5,3,1,1,0,0.14,2.16,0,2,7.41,6.74,0.12,2.8
2015-04-11,Mainz 05,Leverkusen,2,3,A,8,9,2,5,17,22,4,2,1,2,0,0,2.21,0.97,3,5,3.81,7.28,2.4,0.42
2015-04-11,M'gladbach,Dortmund,3,1,H,12,17,7,3,10,6,6,6,1,0,0,0,2.09,0.7,5,8,19.31,12.28,2.42,0.41
2015-04-11,Paderborn,Augsburg,2,1,H,14,16,4,5,14,21,6,7,1,2,0,0,2.36,0.64,11,6,8.47,3.25,2.62,0.26
2015-04-11,Schalke 04,Freiburg,0,0,D,21,10,6,3,15,20,8,6,2,3,0,0,1.07,1.27,9,6,5.04,8.75,1.11,1.58
2015-04-12,1.FC Köln,Hoffenheim,3,2,H,18,24,6,8,15,21,3,3,4,2,1,0,2.56,2.32,5,6,13.96,6.61,1.58,1.18
2015-04-12,VfB Stuttgart,Werder Bremen,3,2,H,15,12,3,3,13,14,9,3,1,3,1,0,2.35,0.45,6,6,7.25,7.63,2.68,0.21
2015-04-17,Eintracht Frankfurt,M'gladbach,0,0,D,17,11,5,4,17,13,8,5,3,2,0,0,1.46,1.07,6,6,8.44,12.5,1.66,1.05
2015-04-18,Leverkusen,Hannover 96,4,0,H,25,5,10,1,14,23,11,0,1,3,0,0,2.61,0.33,5,0,6.36,8.0,2.81,0.11
2015-04-18,Hoffenheim,Bayern Munich,0,2,A,8,20,1,5,16,21,1,10,3,3,0,0,0.67,1.52,3,14,15.15,4.89,0.67,2.06
2015-04-18,Freiburg,Mainz 05,2,3,A,25,12,10,5,15,9,10,5,1,1,0,0,1.28,2.3,11,5,5.14,10.76,0.64,2.17
2015-04-18,Augsburg,VfB Stuttgart,2,1,H,12,16,4,7,21,16,2,6,2,4,0,0,1.14,2.41,4,4,9.37,17.0,0.5,2.32
2015-04-18,Hertha BSC,1.FC Köln,0,0,D,10,7,4,2,9,14,8,11,0,1,0,0,1.07,0.54,8,3,17.05,23.23,1.83,0.84
2015-04-18,Dortmund,Paderborn,3,0,H,21,2,8,0,14,7,5,3,1,0,0,0,3.21,0.12,14,2,6.63,10.19,2.94,0.03
2015-04-19,Werder Bremen,Hamburger SV,1,0,H,11,8,5,2,12,22,3,0,1,3,0,1,1.35,0.43,3,4,4.21,6.28,2.26,0.5
2015-04-19,Wolfsburg,Schalke 04,1,1,D,26,7,9,2,17,19,7,1,2,2,0,0,1.08,0.29,6,1,11.42,11.29,2.05,0.62
2015-04-24,Mainz 05,Schalke 04,2,0,H,11,18,3,2,10,11,4,6,0,2,0,0,1.54,1.25,5,6,10.62,7.06,1.64,1.09
2015-04-25,Bayern Munich,Hertha BSC,1,0,H,16,8,7,3,13,7,5,2,0,1,0,0,0.9,0.95,8,2,3.63,20.0,1.21,1.45
2015-04-25,Dortmund,Eintracht Frankfurt,2,0,H,12,11,4,0,22,12,2,2,3,3,0,0,2.47,0.37,9,2,10.97,7.69,2.77,0.15
2015-04-25,1.FC Köln,Leverkusen,1,1,D,14,9,4,5,14,16,5,4,2,3,0,0,1.3,1.19,7,3,7.68,6.13,1.39,1.28
2015-04-25,Hamburger SV,Augsburg,3,2,H,15,14,8,3,15,20,2,4,3,1,0,0,1.77,1.44,5,3,12.07,5.89,1.61,1.13
2015-04-25,Hannover 96,Hoffenheim,1,2,A,12,13,5,4,24,19,2,6,5,2,0,0,1.3,1.26,8,5,8.63,5.07,1.4,1.28
2015-04-25,VfB Stuttgart,Freiburg,2,2,D,11,14,3,7,17,16,4,6,3,2,1,0,1.21,2.05,4,9,7.0,6.17,0.71,2.06
2015-04-26,Paderborn,Werder Bremen,2,2,D,20,13,8,6,22,28,14,6,1,1,1,0,1.97,0.96,3,6,8.1,3.76,2.11,0.66
2015-04-26,M'gladbach,Wolfsburg,1,0,H,19,9,5,0,9,14,4,5,2,2,0,0,1.65,0.42,8,1,10.43,15.31,2.33,0.46
2015-05-02,Freiburg,Paderborn,1,2,A,15,14,5,6,10,13,8,6,1,3,0,0,1.71,1.32,10,4,7.58,12.63,1.67,1.07
2015-05-02,Augsburg,1.FC Köln,0,0,D,16,6,3,1,11,16,8,5,0,0,0,0,1.43,0.29,6,1,9.05,20.56,2.37,0.41
2015-05-02,Wolfsburg,Hannover 96,2,2,D,20,15,4,9,9,16,5,5,1,1,0,0,1.53,1.42,7,2,4.6,15.32,1.44,1.28
2015-05-02,Leverkusen,Bayern Munich,2,0,H,20,9,8,5,26,15,12,4,1,4,0,0,1.12,1.21,8,1,5.06,4.88,1.24,1.47
2015-05-02,Schalke 04,VfB Stuttgart,3,2,H,20,15,6,7,14,14,5,4,1,0,0,0,2.47,1.14,12,2,6.7,13.79,2.31,0.51
2015-05-02,Hoffenheim,Dortmund,1,1,D,15,11,4,3,15,19,8,5,1,3,0,0,1.62,1.18,6,6,5.02,9.48,1.71,1.02
2015-05-02,Werder Bremen,Eintracht Frankfurt,1,0,H,16,14,8,5,22,15,10,5,2,2,0,0,2.87,1.22,13,6,5.82,4.41,2.46,0.4
2015-05-03,Hertha BSC,M'gladbach,1,2,A,10,18,3,7,15,10,3,3,2,3,0,0,1.1,2.19,2,10,12.13,6.0,0.63,2.15
2015-05-03,Mainz 05,Hamburger SV,1,2,A,9,13,5,5,12,13,8,2,4,2,1,0,0.67,0.6,7,1,6.52,12.48,1.37,1.23
2015-05-08,Hamburger SV,Freiburg,1,1,D,16,15,8,7,16,16,5,6,0,1,0,0,1.57,1.89,3,9,4.38,10.71,1.08,1.64
2015-05-09,VfB Stuttgart,Mainz 05,2,0,H,18,7,7,2,16,19,7,2,2,1,0,0,2.7,0.28,9,1,5.79,11.17,2.86,0.08
2015-05-09,M'gladbach,Leverkusen,3,0,H,10,19,7,2,15,15,6,10,2,3,0,0,2.06,0.59,4,6,8.08,6.08,2.49,0.35
2015-05-09,Eintracht Frankfurt,Hoffenheim,3,1,H,13,8,4,5,21,25,1,1,3,3,0,0,0.91,0.79,3,7,8.71,4.49,1.39,1.25
2015-05-09,Dortmund,Hertha BSC,2,0,H,15,2,4,0,16,11,7,3,2,3,0,0,1.79,0.14,5,2,8.37,8.45,2.71,0.17
2015-05-09,Bayern Munich,Augsburg,0,1,A,16,12,4,4,14,16,4,5,2,1,1,0,1.18,2.58,11,5,4.87,23.06,0.46,2.38
2015-05-09,Hannover 96,Werder Bremen,1,1,D,12,9,3,3,16,19,8,1,4,1,0,0,1.17,0.49,5,5,3.73,8.8,1.98,0.71
2015-05-10,1.FC Köln,Schalke 04,2,0,H,13,5,6,1,10,16,5,6,1,2,0,0,1.53,0.24,5,2,19.25,6.26,2.52,0.29
2015-05-10,Paderborn,Wolfsburg,1,3,A,16,10,4,5,9,18,11,3,0,3,0,0,1.27,1.68,2,5,7.97,6.83,1.0,1.73
2015-05-16,Wolfsburg,Dortmund,2,1,H,12,17,8,3,11,11,6,5,4,2,0,0,1.66,1.77,2,6,12.52,8.28,1.23,1.49
2015-05-16,Werder Bremen,M'gladbach,0,2,A,19,14,3,4,13,7,5,4,0,1,0,0,1.21,1.45,10,7,17.33,6.91,1.13,1.58
2015-05-16,VfB Stuttgart,Hamburger SV,2,1,H,22,7,11,1,10,21,9,2,1,5,0,0,2.5,0.2,2,4,7.63,5.71,2.83,0.1
2015-05-16,Leverkusen,Hoffenheim,2,0,H,13,16,4,5,20,14,4,9,2,0,0,0,1.17,0.69,6,6,2.81,4.54,1.78,0.91
2015-05-16,Mainz 05,1.FC Köln,2,0,H,18,12,6,4,15,14,2,5,1,3,0,0,1.68,1.01,10,3,8.39,12.13,1.89,0.86
2015-05-16,Hertha BSC,Eintracht Frankfurt,0,0,D,9,1,2,0,20,26,4,4,3,5,0,0,1.08,0.04,3,2,6.83,4.7,2.4,0.32
2015-05-16,Augsburg,Hannover 96,1,2,A,8,8,2,3,20,18,3,4,1,4,2,1,1.04,0.47,7,7,3.36,16.57,2.05,0.64
2015-05-16,Schalke 04,Paderborn,1,0,H,18,22,2,4,14,14,10,9,3,2,0,0,1.05,0.87,4,9,5.65,6.28,1.52,1.16
2015-05-16,Freiburg,Bayern Munich,2,1,H,9,17,3,6,16,15,2,10,1,0,0,0,0.66,1.92,3,4,25.0,4.43,0.44,2.36
2015-05-23,Bayern Munich,Mainz 05,2,0,H,20,7,7,5,11,11,5,3,0,0,0,0,2.34,0.33,10,2,6.2,26.74,2.74,0.16
2015-05-23,Dortmund,Werder Bremen,3,2,H,22,7,8,4,11,3,9,1,0,0,0,0,2.9,0.96,13,4,6.28,16.91,2.55,0.32
2015-05-23,Eintracht Frankfurt,Leverkusen,2,1,H,8,19,3,7,20,14,3,8,2,0,0,0,1.11,0.84,1,6,9.93,4.05,1.62,1.07
2015-05-23,1.FC Köln,Wolfsburg,2,2,D,12,15,3,5,14,11,4,8,0,0,0,0,0.91,2.06,4,4,20.64,15.29,0.54,2.27
2015-05-23,Hamburger SV,Schalke 04,2,0,H,11,11,4,4,16,18,3,6,1,2,0,0,1.1,1.1,4,5,6.06,9.26,1.37,1.33
2015-05-23,Hannover 96,Freiburg,2,1,H,11,9,6,5,16,15,3,5,3,2,0,0,0.59,0.66,5,7,10.48,5.25,1.23,1.35
2015-05-23,Hoffenheim,Hertha BSC,2,1,H,16,4,5,1,14,18,1,2,2,2,0,0,0.89,0.49,5,2,3.79,25.16,1.74,0.9
2015-05-23,M'gladbach,Augsburg,1,3,A,10,15,3,4,13,17,1,6,4,2,1,0,1.33,0.66,7,3,23.0,6.87,1.99,0.72
2015-05-23,Paderborn,VfB Stuttgart,1,2,A,15,18,5,3,12,18,2,8,2,2,0,0,0.54,2.43,3,9,7.77,4.95,0.22,2.66
2015-08-14,Bayern Munich,Hamburger SV,5,0,H,23,5,9,1,10,12,7,0,2,2,0,0,3.23,0.15,6,3,4.14,21.57,2.94,0.03
2015-08-15,Darmstadt,Hannover 96,2,2,D,11,14,4,5,21,22,5,9,1,2,0,0,1.81,1.86,9,3,6.81,4.88,1.32,1.4
2015-08-15,Leverkusen,Hoffenheim,2,1,H,25,6,9,2,12,18,13,5,1,0,0,0,3.53,0.48,10,3,3.34,4.56,2.89,0.07
2015-08-15,Mainz 05,Ingolstadt,0,1,A,9,14,3,5,20,15,6,2,2,3,0,0,0.55,0.58,4,5,4.32,12.9,1.28,1.29
2015-08-15,Werder Bremen,Schalke 04,0,3,A,15,16,2,5,7,16,5,6,0,2,0,0,0.91,1.45,7,7,8.81,8.03,0.93,1.79
2015-08-15,Augsburg,Hertha BSC,0,1,A,20,11,3,4,20,22,7,4,1,2,1,1,1.15,1.23,3,4,9.73,10.5,1.22,1.47
2015-08-15,Dortmund,M'gladbach,4,0,H,17,5,7,1,13,14,3,5,0,1,0,0,2.42,0.19,7,1,11.46,20.26,2.84,0.09
2015-08-16,VfB Stuttgart,1.FC Köln,1,3,A,28,9,8,5,13,8,13,3,3,2,0,0,2.99,1.85,11,4,5.93,14.2,2.14,0.65
2015-08-16,Wolfsburg,Eintracht Frankfurt,2,1,H,5,13,3,6,14,19,7,3,1,1,0,0,0.74,0.95,4,6,7.67,11.24,1.15,1.49
2015-08-21,Hertha BSC,Werder Bremen,1,1,D,10,9,2,3,11,16,6,2,0,1,0,0,0.49,0.96,5,4,8.91,6.81,0.78,1.88
2015-08-22,Hamburger SV,VfB Stuttgart,3,2,H,14,12,5,4,18,22,0,5,3,3,0,1,1.32,1.9,9,3,5.48,3.7,0.91,1.84
2015-08-22,Hannover 96,Leverkusen,0,1,A,6,11,3,4,15,21,3,8,0,0,0,0,0.1,1.37,1,4,16.5,3.79,0.25,2.56
2015-08-22,Hoffenheim,Bayern Munich,1,2,A,2,5,1,2,7,2,1,2,0,0,0,0,1.3,2.54,2,13,14.04,4.23,0.56,2.24
2015-08-22,Schalke 04,Darmstadt,1,1,D,21,9,5,3,16,18,6,6,1,2,0,0,1.06,0.79,7,0,2.47,18.4,1.55,1.12
2015-08-22,1.FC Köln,Wolfsburg,1,1,D,9,15,6,7,15,11,2,4,2,1,0,0,1.38,2.14,6,4,14.74,4.77,0.8,1.96
2015-08-22,Eintracht Frankfurt,Augsburg,1,1,D,11,14,3,4,17,21,7,4,2,3,0,0,0.95,1.26,8,5,5.87,6.24,1.1,1.58
2015-08-23,Ingolstadt,Dortmund,0,4,A,3,18,2,8,18,16,1,4,2,3,0,0,0.05,3.63,1,15,9.28,4.36,0.01,2.98
2015-08-23,M'gladbach,Mainz 05,1,2,A,15,13,6,4,12,12,3,0,2,1,0,0,1.23,2.01,1,2,5.85,15.03,0.82,1.96
2015-08-28,Wolfsburg,Schalke 04,3,0,H,9,12,5,1,12,16,2,3,1,2,0,0,1.53,0.75,0,8,7.81,14.04,2.1,0.64
2015-08-29,VfB Stuttgart,Eintracht Frankfurt,1,4,A,15,6,4,4,19,17,6,1,3,3,1,0,2.52,1.96,9,4,4.91,7.88,1.86,0.84
2015-08-29,Mainz 05,Hannover 96,3,0,H,18,11,6,4,9,13,8,5,0,2,0,0,3.41,0.37,11,3,13.75,11.35,2.92,0.05
2015-08-29,Augsburg,Ingolstadt,0,1,A,10,16,2,3,22,16,3,4,3,3,0,0,0.83,1.25,2,3,4.76,15.65,1.0,1.68
2015-08-29,Darmstadt,Hoffenheim,0,0,D,5,15,1,2,13,16,4,6,3,2,0,0,0.29,1.39,5,10,11.0,3.05,0.31,2.49
2015-08-29,Bayern Munich,Leverkusen,3,0,H,14,10,6,4,12,14,7,5,2,3,0,0,3.52,0.42,10,3,6.0,8.86,2.93,0.04
2015-08-29,1.FC Köln,Hamburger SV,2,1,H,6,17,3,7,17,9,3,8,3,2,0,1,1.67,1.44,9,5,6.5,8.89,1.57,1.14
2015-08-30,Dortmund,Hertha BSC,3,1,H,15,4,6,4,16,12,5,1,0,2,0,0,3.73,0.63,10,1,5.41,14.62,2.93,0.05
2015-08-30,Werder Bremen,M'gladbach,2,1,H,22,9,6,5,17,18,5,6,3,1,0,1,3.23,0.76,8,1,8.57,8.79,2.83,0.11
2015-09-11,M'gladbach,Hamburger SV,0,3,A,13,10,2,4,17,19,5,2,2,1,0,0,0.44,1.03,3,2,9.26,15.84,0.73,1.93
2015-09-12,Leverkusen,Darmstadt,0,1,A,16,5,4,3,13,17,10,4,3,1,0,0,1.36,0.28,9,0,2.26,9.56,2.31,0.44
